North America,2021-04-08,14,4,98838
Oceania,2021-04-08,14,4,216
Africa,2021-04-08,14,4,16783
Asia,2021-04-08,14,4,280480
Europe,2021-04-09,14,4,176332
Oceania,2021-04-09,14,4,17
Asia,2021-04-09,14,4,293176
Africa,2021-04-09,14,4,12569
South America,2021-04-09,14,4,162919
North America,2021-04-09,14,4,105747
Asia,2021-04-10,14,4,288878
Europe,2021-04-10,14,4,146830
North America,2021-04-10,14,4,87688
Oceania,2021-04-10,14,4,515
South America,2021-04-10,14,4,134690
Africa,2021-04-10,14,4,9721
Oceania,2021-04-11,14,4,123
North America,2021-04-11,14,4,59715
Asia,2021-04-11,14,4,305951
South America,2021-04-11,14,4,94170
Europe,2021-04-11,14,4,222630
Africa,2021-04-11,14,4,9744
North America,2021-04-12,15,4,81485
Europe,2021-04-12,15,4,127844
Africa,2021-04-12,15,4,10213
Asia,2021-04-12,15,4,303137
South America,2021-04-12,15,4,91010
Oceania,2021-04-12,15,4,174
Africa,2021-04-13,15,4,9756
Oceania,2021-04-13,15,4,242
South America,2021-04-13,15,4,145510
Asia,2021-04-13,15,4,332797
Europe,2021-04-13,15,4,193999
North America,2021-04-13,15,4,99227
Europe,2021-04-14,15,4,213106
South America,2021-04-14,15,4,138754
Asia,2021-04-14,15,4,355678
Oceania,2021-04-14,15,4,184
Africa,2021-04-14,15,4,13925
North America,2021-04-14,15,4,94828
South America,2021-04-15,15,4,136479
Africa,2021-04-15,15,4,12645
Asia,2021-04-15,15,4,371662
Oceania,2021-04-15,15,4,219
North America,2021-04-15,15,4,94535
Europe,2021-04-15,15,4,201574
Oceania,2021-04-16,15,4,171
Africa,2021-04-16,15,4,12054
Asia,2021-04-16,15,4,388715
South America,2021-04-16,15,4,161412
Europe,2021-04-16,15,4,195408
North America,2021-04-16,15,4,100416
Oceania,2021-04-17,15,4,28
North America,2021-04-17,15,4,70000
Africa,2021-04-17,15,4,13360
Asia,2021-04-17,15,4,409773
Europe,2021-04-17,15,4,158795
South America,2021-04-17,15,4,136054
Asia,2021-04-18,15,4,414746
Africa,2021-04-18,15,4,9346
North America,2021-04-18,15,4,55699
South America,2021-04-18,15,4,93152
